DMR.ID,term,df,Deviance,Resid..Df,Resid..Dev,p.value,p.adj
chrScaffold_03_20880229_20880494,TimePoint,3,14.4447859797052,9,197.477015065865,0.00235818907460175,0.00237756614177186
chrScaffold_03_21696688_21696717,TimePoint,3,207.202545188835,8,131.464908377731,1.1715413508793e-44,5.48656960888894e-44
chrScaffold_03_21766373_21766582,TimePoint,3,470.952429412185,12,264.339811915575,9.40431481079085e-102,1.74834761709703e-100
chrScaffold_03_22208857_22208897,TimePoint,3,105.368554213947,5,66.1455270400783,1.08860238156233e-22,1.99658463703584e-22
chrScaffold_03_22251228_22251836,TimePoint,3,442.698864585316,12,327.142726506177,1.24490141762722e-95,2.12151949920639e-94
chrScaffold_03_22252235_22252580,TimePoint,3,600.954363122143,11,293.301751700085,6.25892571976857e-130,1.91992546453901e-128
chrScaffold_03_22365263_22365945,TimePoint,3,127.861577583703,12,137.567207543534,1.56271188917434e-27,3.54426522738802e-27
chrScaffold_03_22681283_22681384,TimePoint,3,480.226196780726,6,193.61230143308,9.19964073717729e-104,1.82063857814783e-102
chrScaffold_03_24200220_24200545,TimePoint,3,379.16982117076,10,148.738033755451,7.19146397909582e-82,9.5912242416854e-81
chrScaffold_03_24803778_24803853,TimePoint,3,643.276499665656,11,196.643875194469,4.17922154885884e-139,1.42441801123606e-137
chrScaffold_03_25287304_25287339,TimePoint,3,104.43217625349,11,124.19755363528,1.73100676506079e-22,3.12344897166117e-22
chrScaffold_03_25371245_25371264,TimePoint,3,46.2925319795877,12,147.830224750507,4.91467490486752e-10,5.41320117439178e-10
chrScaffold_03_26080787_26080906,TimePoint,3,31.0190024414141,12,106.803124346331,8.42252624065937e-07,8.72104615804983e-07
chrScaffold_03_26905637_26905853,TimePoint,3,268.94269954311,4,68.8028652111054,5.22649659491006e-58,3.54304492925671e-57
chrScaffold_03_27312004_27312020,TimePoint,3,54.7749496588391,3,76.1621461295771,7.66874046930454e-12,8.835253104072e-12
chrScaffold_03_27691772_27691812,TimePoint,3,44.0302612124928,12,195.847314463888,1.48700873453911e-09,1.61895272163219e-09
chrScaffold_03_27779693_27779704,TimePoint,3,80.4349671987483,12,118.249511544716,2.47590150449717e-17,3.52428207194667e-17
chrScaffold_03_28901725_28901880,TimePoint,3,280.370761160311,12,156.838773930069,1.76039444622207e-60,1.28571665804433e-59
chrScaffold_03_29542520_29542672,TimePoint,3,63.7358125354409,8,171.462817166456,9.34838076233931e-14,1.13794277732047e-13
chrScaffold_03_30601867_30602033,TimePoint,3,158.466475909748,8,31.2774878279871,3.9270448406017e-34,1.18974914059711e-33
chrScaffold_03_30822695_30822719,TimePoint,3,26.0342883184829,9,84.2007215702955,9.38104181794244e-06,9.58412848510855e-06
chrScaffold_03_31099946_31099958,TimePoint,3,180.474341617778,5,117.574179976827,6.96673300864935e-39,2.56702144192575e-38
chrScaffold_03_31853325_31853416,TimePoint,3,74.09156482296,12,132.047472406203,5.67273966204474e-16,7.53295623953344e-16
chrScaffold_03_32231728_32232014,TimePoint,1,91.901609816133,3,9.49029917702107,9.10948836436908e-22,1.59448533852794e-21
chrScaffold_03_32284772_32284844,TimePoint,3,112.485178175255,12,234.281563810181,3.20222846128914e-24,6.25658331528945e-24
chrScaffold_03_32329147_32329180,TimePoint,3,211.929200032345,11,102.664281196981,1.11488309271908e-45,5.40696266706051e-45
chrScaffold_03_32873817_32873847,TimePoint,3,37.3369046535351,8,113.854591606137,3.90481290567878e-08,4.13391323146494e-08
chrScaffold_03_32920845_32920870,TimePoint,3,159.067049419901,12,99.4241505384811,2.91383016648596e-34,8.84967726306502e-34
chrScaffold_03_33873077_33873513,TimePoint,3,33.8303313352077,11,39.3669491538098,2.15150013904468e-07,2.25246644249815e-07
chrScaffold_03_34112039_34112096,TimePoint,3,124.062137712218,6,76.6679451229895,1.02912476111687e-26,2.29588378525528e-26
chrScaffold_03_34117503_34117629,TimePoint,3,111.740691428931,11,75.1343254668531,4.63125446115276e-24,8.97063607876687e-24
chrScaffold_03_34590715_34590732,TimePoint,3,86.7898140964144,12,156.208672316286,1.07133674339565e-18,1.60504295988579e-18
chrScaffold_03_34610264_34610287,TimePoint,3,41.7986965901546,11,68.7810842897918,4.42680504891209e-09,4.77301387962666e-09
chrScaffold_03_35313037_35313071,TimePoint,3,65.4492457402158,12,146.844253733388,4.0203054422615e-14,4.96768859783974e-14
chrScaffold_03_35322565_35322589,TimePoint,3,75.0043280646126,12,96.2920476201045,3.61558849566876e-16,4.88044783738787e-16
chrScaffold_03_35455262_35455282,TimePoint,3,122.48937832678,7,67.3653626091195,2.24523531522848e-26,4.89325707244288e-26
chrScaffold_03_36099694_36099818,TimePoint,3,459.250482061634,12,364.765094335883,3.22799145449313e-99,5.82462575685746e-98
chrScaffold_03_36126840_36126863,TimePoint,3,121.090713662161,8,103.055364603095,4.49287380485459e-26,9.63768559188214e-26
chrScaffold_03_36209546_36209601,TimePoint,3,749.873374047267,4,63.7058198268687,3.21423624221247e-162,2.31992227599688e-160
chrScaffold_03_37337566_37337961,TimePoint,3,327.002709776493,12,104.980071653743,1.42167914659115e-70,1.40677444586076e-69
chrScaffold_03_37338681_37338703,TimePoint,3,138.295812485367,12,73.687419786667,8.80840790965328e-30,2.23304060023648e-29
chrScaffold_03_37361515_37361526,TimePoint,3,249.852241463322,8,100.442311110708,7.04343799051306e-54,4.23642079135271e-53
chrScaffold_03_38019852_38019873,TimePoint,3,45.6661817628497,8,80.0658292330659,6.67833009024537e-10,7.33599912330445e-10
chrScaffold_03_39635294_39635342,TimePoint,3,70.5552849046366,12,177.692980313637,3.24600318011461e-15,4.16615680125588e-15
chrScaffold_03_39907033_39907111,TimePoint,3,257.124546193937,7,198.885920494785,1.88280499688236e-55,1.17867435264013e-54
chrScaffold_03_41507050_41507157,TimePoint,3,112.764494416649,10,139.633071852928,2.78823119809149e-24,5.45639502401635e-24
chrScaffold_03_42113456_42113510,TimePoint,3,296.58349634696,10,127.566942575048,5.45987371679805e-64,4.32210648420078e-63
chrScaffold_03_4271472_4271501,TimePoint,3,155.333894781152,5,12.9956065144599,1.86215516397345e-33,5.49246246681591e-33
chrScaffold_03_4272072_4273154,TimePoint,3,651.260914716391,10,571.855093881489,7.76197288410458e-141,2.8860426450898e-139
chrScaffold_03_42725262_42725318,TimePoint,3,391.825801404249,5,115.905479460546,1.30526605123217e-84,1.79950724141783e-83
chrScaffold_03_42863201_42863422,TimePoint,3,923.432410237554,9,250.475143163296,7.31664649735505e-200,7.48127104354554e-198
chrScaffold_03_43414263_43414296,TimePoint,3,116.525693860674,12,151.264790058499,4.32113848145789e-25,8.86628246947966e-25
chrScaffold_03_43759629_43759958,TimePoint,3,173.645430369832,8,377.552040330607,2.07790371584439e-37,7.10191604273276e-37
chrScaffold_03_43761059_43761152,TimePoint,3,135.191796071607,10,231.096167910031,4.11213383065227e-29,1.00110877186713e-28
chrScaffold_03_49148465_49148552,TimePoint,3,174.95378429468,12,288.094864397255,1.08425535652918e-37,3.80108949274658e-37
chrScaffold_03_49582946_49583061,TimePoint,3,64.0626899227991,8,87.7919853741093,7.95854094398738e-14,9.71654700325624e-14
chrScaffold_03_50311811_50311866,TimePoint,3,174.112072551824,12,255.496069942324,1.64767491658017e-37,5.69600934378744e-37
chrScaffold_03_50316913_50316942,TimePoint,3,346.686913583925,8,47.433274263755,7.78124968071698e-75,8.92298444695302e-74
chrScaffold_03_50320773_50320806,TimePoint,3,115.744511198994,12,331.245183978981,6.36493137711455e-25,1.28661792417126e-24
chrScaffold_03_50402943_50402963,TimePoint,3,69.3987513787615,7,116.495185955891,5.74111823977869e-15,7.28474879028796e-15
chrScaffold_03_50427950_50427980,TimePoint,3,113.209625624861,12,124.934311747126,2.23619927027352e-24,4.39010640740097e-24
chrScaffold_03_52818933_52819008,TimePoint,3,135.969558951187,8,114.605475686605,2.79515484110344e-29,6.91462699603614e-29
chrScaffold_03_53297121_53297581,TimePoint,3,204.376089403695,8,59.6197813409794,4.78146267616127e-44,2.17290914949996e-43
chrScaffold_03_53543244_53543332,TimePoint,3,141.796947552539,7,8.88039731875738,1.5487759551416e-30,4.06926787357333e-30
chrScaffold_03_53573480_53573519,TimePoint,3,84.9657093850554,9,36.4401958332273,2.63946934865434e-18,3.88790983289181e-18
chrScaffold_03_54511488_54511569,TimePoint,2,604.441172046843,4,5.89731167518911,5.58813864222253e-132,1.75811438820693e-130
chrScaffold_03_54838386_54838452,TimePoint,3,305.703843536427,11,210.665778542608,5.79773112866716e-66,4.8066324965369e-65
chrScaffold_03_55222332_55222409,TimePoint,3,73.4705497716026,11,194.969603153543,7.70662912905347e-16,1.01459591645371e-15
chrScaffold_03_55848578_55848637,TimePoint,3,39.1753920792016,10,99.4932422403649,1.59333839394458e-08,1.70002279075652e-08
chrScaffold_03_56596586_56596655,TimePoint,3,201.751037464032,9,69.4589782489003,1.7652395561952e-43,7.73553191232681e-43
chrScaffold_03_56608772_56608797,TimePoint,3,43.0253510022938,10,135.800439020777,2.43068940745937e-09,2.63003166045207e-09
chrScaffold_03_5690800_5690946,TimePoint,3,105.213101518589,12,218.915011269371,1.17573846884647e-22,2.14997183498453e-22
chrScaffold_03_5692190_5692201,TimePoint,3,121.536580188225,12,228.531746618447,3.60156102478328e-26,7.75283399545453e-26
chrScaffold_03_57509682_57509693,TimePoint,3,99.2170554838442,12,140.791192105262,2.29000409094404e-21,3.91341924733751e-21
chrScaffold_03_5823187_5823238,TimePoint,3,141.412852829293,12,214.796028598899,1.87418671767908e-30,4.90325608228621e-30
chrScaffold_03_588903_588970,TimePoint,2,587.776792235081,4,65.3579047122206,2.32215535261939e-128,6.78401099443808e-127
chrScaffold_03_6122555_6122633,TimePoint,3,196.544758135207,11,180.745840676519,2.35348734331497e-42,1.00617734154964e-41
chrScaffold_03_6464316_6464338,TimePoint,2,777.682804753783,3,44.2094272519952,1.3437689822269e-169,1.03050283824526e-167
chrScaffold_03_7574668_7574692,TimePoint,3,67.3538927219945,8,51.736366072556,1.57296684524863e-14,1.96540765694508e-14
chrScaffold_03_8004903_8005051,TimePoint,3,299.32682641194,8,198.315862332795,1.39143231771223e-64,1.12321543015323e-63
chrScaffold_03_9067412_9067454,TimePoint,2,100.079089339777,2,1.79694787383151,1.85396645928699e-22,3.34040652796643e-22
chrScaffold_03_9220225_9220259,TimePoint,3,46.4947810922999,11,128.305360481341,4.45128299342087e-10,4.91604341397607e-10
chrScaffold_03_9502509_9502562,TimePoint,3,65.1345918027892,11,77.6679149338935,4.69428530529867e-14,5.77721972878783e-14
chrScaffold_04_10439182_10439430,TimePoint,3,204.516258588341,12,169.209344080643,4.45934281142779e-44,2.03405711138361e-43
chrScaffold_04_10672345_10672353,TimePoint,3,116.705269130778,10,32.1563943906664,3.95305358175018e-25,8.12461766299409e-25
chrScaffold_04_10768194_10768268,TimePoint,3,158.390198139034,4,106.432189809039,4.07874086667752e-34,1.23266380379638e-33
chrScaffold_04_11206780_11206793,TimePoint,3,74.8265419300473,6,72.2072948631526,3.94714131945228e-16,5.30464665823434e-16
chrScaffold_04_11400881_11400906,TimePoint,3,98.2455361581717,12,248.437191764704,3.70428394957385e-21,6.27784033995458e-21
chrScaffold_04_12965037_12965248,TimePoint,3,53.3190911299419,12,126.689190831472,1.5675284043958e-11,1.79250452208169e-11
chrScaffold_04_13104153_13104185,TimePoint,3,122.195900113367,11,204.003226875404,2.59703178358231e-26,5.63992566098318e-26
chrScaffold_04_13384405_13384414,TimePoint,3,116.277428390285,5,84.0349392840231,4.88711959063033e-25,9.95165422270713e-25
chrScaffold_04_14471681_14471706,TimePoint,3,82.2871674829595,12,129.230313600367,9.91652521313932e-18,1.43654975637803e-17
chrScaffold_04_15415687_15415705,TimePoint,3,85.6273796887774,9,55.2519131257615,1.9031939617627e-18,2.82031279116284e-18
chrScaffold_04_16024325_16024377,TimePoint,3,222.511351255843,10,176.662756183347,5.7521332377687e-48,2.92857571898016e-47
chrScaffold_04_16070974_16071033,TimePoint,3,168.6669633515,10,188.668866061675,2.46854864626651e-36,8.03424188055439e-36
chrScaffold_04_17078193_17078213,TimePoint,3,109.350450961847,3,47.6479032818624,1.51397991697692e-23,2.88008272578399e-23
chrScaffold_04_17292590_17292596,TimePoint,3,28.7028304535426,10,141.284569336791,2.58565843149437e-06,2.66381435385692e-06
chrScaffold_04_17918581_17918619,TimePoint,3,93.0036484243042,10,117.179792891112,4.95793659735961e-20,7.8902570751754e-20
chrScaffold_04_18749981_18750006,TimePoint,3,36.1879540465201,12,162.445730431107,6.83355622566806e-08,7.22825300766785e-08
chrScaffold_04_19220064_19220180,TimePoint,3,131.50845214829,5,94.9057577775823,2.55849686174209e-28,6.00243910011003e-28
chrScaffold_04_19448260_19448355,TimePoint,3,96.142917172763,12,79.6652698468298,1.04876511169659e-20,1.73427869548748e-20
chrScaffold_04_20245857_20246092,TimePoint,3,28.8577472174618,12,78.2009333781067,2.39897893052492e-06,2.47356903172612e-06
chrScaffold_04_20602523_20602548,TimePoint,3,171.160461923344,6,90.4504754280761,7.14718792926283e-37,2.38304336663193e-36
chrScaffold_04_21151985_21152007,TimePoint,3,68.359928858343,12,113.948870265273,9.58054255389152e-15,1.20691229092658e-14
chrScaffold_04_22378352_22378635,TimePoint,3,73.450956532991,12,112.417860823614,7.78148843658209e-16,1.02335330243154e-15
chrScaffold_04_23632536_23632546,TimePoint,3,70.2667417658494,11,120.171593356139,3.74230931924741e-15,4.79312477527826e-15
chrScaffold_04_24204107_24204383,TimePoint,3,639.66095614212,12,176.090292148168,2.54085903874127e-138,8.42603794739336e-137
chrScaffold_04_24617214_24617259,TimePoint,2,300.469408894182,3,3.96005161094157,5.67409846818572e-66,4.73613525201624e-65
chrScaffold_04_25116033_25116070,TimePoint,3,113.533171509668,10,59.0357684456842,1.90485735642031e-24,3.74560893642263e-24
chrScaffold_04_2584959_2584981,TimePoint,3,13.4548566922274,10,122.433276054851,0.0037494257787455,0.00377713089533721
chrScaffold_04_26925163_26925231,TimePoint,3,182.889724185048,5,77.1532939251059,2.09599941921372e-39,7.96220212809669e-39
chrScaffold_04_2747378_2747435,TimePoint,3,172.516340047291,12,165.323085074425,3.64253554614501e-37,1.24149753197776e-36
chrScaffold_04_27729583_27729606,TimePoint,3,171.767389600329,9,110.060671016839,5.28569806734831e-37,1.77686343250312e-36
chrScaffold_04_28116012_28116059,TimePoint,3,251.984189215421,10,130.950048364756,2.43595135145374e-54,1.47965955853156e-53
chrScaffold_04_28388937_28388951,TimePoint,3,119.260185087576,6,74.5798889901269,1.11369044212272e-25,2.3519762004898e-25
chrScaffold_04_28526313_28526332,TimePoint,3,111.140430323797,11,68.8507064074709,6.23583325125259e-24,1.19927388703557e-23
chrScaffold_04_28614438_28614542,TimePoint,3,297.603430014553,6,50.4367836044028,3.28433405375676e-64,2.61680382075295e-63
chrScaffold_04_29855256_29855268,TimePoint,3,166.199247507204,10,110.433276749851,8.41659547138089e-36,2.68936527171467e-35
chrScaffold_04_30202258_30202277,TimePoint,3,71.6226849096797,4,49.8189003494428,1.91751344595619e-15,2.47661999809289e-15
chrScaffold_04_30312257_30312308,TimePoint,3,414.662979306867,10,784.279294921757,1.47539868759105e-89,2.29153694895471e-88
chrScaffold_04_31470039_31470063,TimePoint,3,61.2770310341525,11,60.4943294990346,3.13597235729183e-13,3.76500790841201e-13
chrScaffold_04_31861745_31861838,TimePoint,3,454.173956391849,8,210.82602406477,4.06333588394878e-98,7.12244732800736e-97
chrScaffold_04_31879022_31879051,TimePoint,3,48.2243141343538,11,272.131915430868,1.90781958912928e-10,2.13390577562591e-10
chrScaffold_04_31885799_31886009,TimePoint,2,271.005034201086,4,17.9525898024463,1.41907235371418e-59,1.00647501618919e-58
chrScaffold_04_3219775_3219891,TimePoint,3,130.275534816751,11,130.187440987664,4.71731247425311e-28,1.09210234073746e-27
chrScaffold_04_35953925_35953945,TimePoint,3,89.508840760534,5,5.71203444048828,2.79285493525166e-19,4.2516538530444e-19
chrScaffold_04_36162351_36162499,TimePoint,3,94.1512120367249,10,121.014446644356,2.81007874689624e-20,4.53083656037016e-20
chrScaffold_04_39005498_39005520,TimePoint,3,105.959013783967,6,36.2146757982064,8.12538064840286e-23,1.4992243692617e-22
chrScaffold_04_39222134_39222176,TimePoint,3,103.098669142709,12,286.722214392848,3.35064036100954e-22,5.98433147446682e-22
chrScaffold_04_40336842_40336994,TimePoint,3,113.894656666992,4,38.0464911874181,1.59237522766296e-24,3.1564529957067e-24
chrScaffold_04_40338832_40338851,TimePoint,1,52.2533758736698,2,14.8910064737576,4.87820060076851e-13,5.82252153418576e-13
chrScaffold_04_4110490_4110514,TimePoint,3,49.9864820176085,11,119.510842006968,8.04231465427335e-11,9.05313768880129e-11
chrScaffold_04_4215733_4215776,TimePoint,1,64.5095789259865,4,116.824721904853,9.6064189304277e-16,1.25795902109229e-15
chrScaffold_04_4220452_4220649,TimePoint,3,688.758700191931,10,573.061426989855,5.74845798384797e-149,2.93889914424228e-147
chrScaffold_04_4275989_4276009,TimePoint,3,176.67338140437,11,132.279650166798,4.61132721083466e-38,1.63057593305306e-37
chrScaffold_04_42860560_42860727,TimePoint,3,205.125198991656,10,176.490046646412,3.29367320028927e-44,1.5250328365113e-43
chrScaffold_04_43065251_43065432,TimePoint,3,57.7808132286785,4,9.4412454642675,1.75072483746376e-12,2.06155410323228e-12
chrScaffold_04_43612791_43612811,TimePoint,3,65.9331976778123,8,68.8536659485008,3.16754907801746e-14,3.91792612774942e-14
chrScaffold_04_43944571_43944641,TimePoint,3,405.578240954698,10,105.653757340999,1.37040281679152e-87,2.00176697167047e-86
chrScaffold_04_44647924_44648043,TimePoint,3,171.314954700016,5,40.0739752141592,6.61882936935575e-37,2.2128892741688e-36
chrScaffold_04_44868359_44868381,TimePoint,3,68.8701023188329,11,118.570940930597,7.45035186433134e-15,9.42431106962325e-15
chrScaffold_04_45016615_45016655,TimePoint,3,81.572055859413,12,125.180497527626,1.41186555055743e-17,2.02615091290523e-17
chrScaffold_04_45029295_45029390,TimePoint,3,124.00673773073,10,177.605466596249,1.05779745856109e-26,2.3555671173402e-26
chrScaffold_04_45128814_45128961,TimePoint,3,747.026985193262,12,190.541754730591,1.33149535738337e-161,9.07636001949661e-160
chrScaffold_04_45510210_45510400,TimePoint,3,90.796114205791,12,211.202526617633,1.47759210833485e-19,2.27764512176741e-19
chrScaffold_04_45514038_45514049,TimePoint,3,100.223144366154,10,95.983555470243,1.39160187524578e-21,2.40831523402902e-21
chrScaffold_04_45804209_45804293,TimePoint,3,303.415662914611,9,106.135411227737,1.81346566734519e-65,1.48341491588836e-64
chrScaffold_04_46291252_46291278,TimePoint,1,194.603650386874,5,103.303230743535,3.14423567334693e-44,1.46135498908965e-43
chrScaffold_04_47026533_47026550,TimePoint,3,139.100673125959,10,113.692909720779,5.90699308248997e-30,1.51629299418728e-29
chrScaffold_04_47031664_47031684,TimePoint,3,54.7219105928458,8,108.368145996322,7.87115117435722e-12,9.059946051535e-12
chrScaffold_04_49053812_49053975,TimePoint,3,118.107967526743,11,172.555120841533,1.97193172585963e-25,4.107912101239e-25
chrScaffold_04_49425525_49425774,TimePoint,3,183.325437002184,12,164.397298757164,1.68767369152486e-39,6.43098018478572e-39
chrScaffold_04_49440438_49440456,TimePoint,1,54.2873458263572,3,38.2096312201889,1.73213678905869e-13,2.08775229879667e-13
chrScaffold_04_49467851_49467862,TimePoint,3,86.2671493128528,12,69.97315044762,1.38719934750778e-18,2.06815747192229e-18
chrScaffold_04_50141176_50141522,TimePoint,3,306.845360752627,4,12.5254420460686,3.28234974170717e-66,2.75852269388678e-65
chrScaffold_04_50246885_50246961,TimePoint,3,69.285360013878,12,95.9795151306263,6.07119033034842e-15,7.69561005716685e-15
chrScaffold_04_52224435_52224466,TimePoint,3,278.931052823914,9,451.655266563266,3.60685485643814e-60,2.60330053461741e-59
chrScaffold_04_54180814_54180930,TimePoint,3,366.271216345559,11,156.666055890075,4.46928744649842e-79,5.53920777459955e-78
chrScaffold_04_542128_542323,TimePoint,3,180.985630003168,5,52.4778304725661,5.40271341039712e-39,2.00882707713857e-38
chrScaffold_04_55958651_55958683,TimePoint,3,199.076240492515,5,54.2156815590209,6.67972770457889e-43,2.88592461039377e-42
chrScaffold_04_56752654_56752782,TimePoint,3,178.370283923914,10,239.351533476009,1.9833571732554e-38,7.15758603407169e-38
chrScaffold_04_57528129_57528311,TimePoint,3,136.030384209665,8,278.022715122929,2.71202416176315e-29,6.72253261915835e-29
chrScaffold_04_5755026_5755044,TimePoint,3,96.8425672384304,12,133.280350974385,7.4181222528538e-21,1.23668967449071e-20
chrScaffold_04_58206867_58206876,TimePoint,3,110.397851328247,11,137.626051570592,9.00976255522745e-24,1.72464565604744e-23
chrScaffold_04_58386299_58386320,TimePoint,3,15.8064505984479,9,95.8590144733098,0.00124243951645665,0.00125367868971407
chrScaffold_04_59285275_59285332,TimePoint,3,319.41327269575,8,161.526594775281,6.24825847030341e-69,5.55551677033499e-68
chrScaffold_04_60127510_60127549,TimePoint,3,208.94497671591,11,102.791893788659,4.92260077746609e-45,2.3410973464926e-44
chrScaffold_04_61270077_61270140,TimePoint,3,231.651390396024,11,128.938602478394,6.07799047171007e-50,3.29986473840188e-49
chrScaffold_04_61364368_61364412,TimePoint,3,106.723369462624,11,167.053790925443,5.56414245399008e-23,1.03285972633069e-22
chrScaffold_04_62744467_62744715,TimePoint,3,47.2333307915115,11,83.028345765274,3.10024408119684e-10,3.44565170980844e-10
chrScaffold_04_6310045_6310121,TimePoint,3,185.380395571091,12,341.193022413439,6.07371755249409e-40,2.34353818770763e-39
chrScaffold_04_6316051_6316080,TimePoint,3,179.84164767179,11,145.528364864479,9.54251043032513e-39,3.49512247701759e-38
chrScaffold_04_63665817_63665943,TimePoint,3,75.348200093216,12,137.750040884409,3.05123730305697e-16,4.14603341179501e-16
chrScaffold_04_64225186_64225269,TimePoint,3,154.999308221273,6,71.4459564147605,2.19891326843612e-33,6.45470473772996e-33
chrScaffold_04_64285570_64285590,TimePoint,3,170.81771911303,8,60.8050892556071,8.47482220117789e-37,2.81043428130953e-36
chrScaffold_04_64753620_64753803,TimePoint,3,659.102547030714,12,222.361964517917,1.54801223687031e-142,5.93565942074958e-141
chrScaffold_04_724333_724380,TimePoint,3,101.454050451336,11,245.85755078207,7.56531045775644e-22,1.33104634718133e-21
chrScaffold_04_7257021_7257095,TimePoint,3,102.071424940244,10,64.0098790703402,5.57259938299064e-22,9.86663700278429e-22
chrScaffold_04_7558092_7558118,TimePoint,3,95.1276896458995,4,87.9571665818961,1.73329975508269e-20,2.82438087581204e-20
chrScaffold_04_8507474_8507627,TimePoint,3,227.916706993103,8,204.652687013313,3.90154987898426e-49,2.06344900927314e-48
chrScaffold_05_11889707_11889826,TimePoint,3,567.337649709795,12,468.269293734155,1.2128833200712e-122,3.30712851939415e-121
chrScaffold_05_12611381_12611485,TimePoint,3,57.9969378969131,10,67.6696971212879,1.57424045481232e-12,1.85730099812954e-12
chrScaffold_05_12963529_12963557,TimePoint,3,64.898408308924,11,163.465287311143,5.27339695796338e-14,6.46399407334772e-14
chrScaffold_05_1306679_1306720,TimePoint,3,100.152862801838,3,57.2655658272289,1.44087756237917e-21,2.48657773423241e-21
chrScaffold_05_15376353_15376379,TimePoint,2,99.1972653996385,3,40.4040975537563,2.88129355989347e-22,5.1535673440077e-22
chrScaffold_05_16192800_16192838,TimePoint,3,85.7933510980636,7,58.6352622644631,1.75329026584757e-18,2.60446386948544e-18
chrScaffold_05_18097245_18097264,TimePoint,2,95.57272737004,3,2.07504414224605,1.76459864487434e-21,3.02397002410728e-21
chrScaffold_05_19757162_19757201,TimePoint,2,289.610003159453,6,46.0803183900806,1.2941566906545e-63,1.00501915153992e-62
chrScaffold_05_19757611_19757651,TimePoint,2,48.6884128432692,4,41.5362015732587,2.67574969608175e-11,3.04276633650817e-11
chrScaffold_05_20809466_20809513,TimePoint,3,100.564271452355,9,63.2448981160098,1.17534067451623e-21,2.03980623427358e-21
chrScaffold_05_21513415_21513808,TimePoint,3,659.442315593055,12,587.824985084946,1.30649020030632e-142,5.17117250250275e-141
chrScaffold_05_21665892_21666015,TimePoint,3,90.950149147526,10,107.633033071296,1.36919886814144e-19,2.12122097374942e-19
chrScaffold_05_22095209_22095283,TimePoint,3,105.560439022563,7,54.9103045042658,9.89896569654989e-23,1.81826810024951e-22
chrScaffold_05_2323694_2323776,TimePoint,3,146.820836240475,3,37.2487127300566,1.27797615393628e-31,3.49237581487711e-31
chrScaffold_05_2337811_2337836,TimePoint,3,290.241502739872,3,0.336598074696472,1.28726201043061e-62,9.81037569439972e-62
chrScaffold_05_23440697_23440753,TimePoint,3,194.541142892866,7,86.6830852075049,6.37659454717834e-42,2.64327078019859e-41
chrScaffold_05_23517756_23517803,TimePoint,3,124.771704073607,9,35.8752865233262,7.23780085402419e-27,1.62651678532741e-26
chrScaffold_05_23579398_23579434,TimePoint,3,96.3374416113318,11,68.9420806362934,9.52506272734959e-21,1.58149552996725e-20
chrScaffold_05_25417067_25417092,TimePoint,3,135.571175812981,12,68.0401362099324,3.40632194359708e-29,8.34242919120483e-29
chrScaffold_05_27317434_27317457,TimePoint,3,119.103732539405,5,27.5034162939669,1.2035311780086e-25,2.53298928887916e-25
chrScaffold_05_29538076_29538092,TimePoint,3,64.0287835929665,5,78.6049642834782,8.09253513367007e-14,9.87031869683218e-14
chrScaffold_05_29597990_29598013,TimePoint,3,76.6665624584391,8,59.0994641251743,1.59172625387114e-16,2.19690451462305e-16
chrScaffold_05_2987210_2987223,TimePoint,3,32.3085976021002,12,112.353285408065,4.50550497062806e-07,4.68893519843989e-07
chrScaffold_05_31017118_31017146,TimePoint,3,184.674304980248,10,130.378094577693,8.62899793927804e-40,3.30868139734192e-39
chrScaffold_05_31505387_31505437,TimePoint,3,254.294500988263,6,27.7371532718001,7.70827404321633e-55,4.72902612551322e-54
chrScaffold_05_3165652_3165778,TimePoint,3,17.3402375167422,11,155.836581581171,0.000601522994162725,0.00060796434418259
chrScaffold_05_3192966_3192977,TimePoint,3,73.2615364206065,5,59.2461853590709,8.54375352151031e-16,1.12119631774258e-15
chrScaffold_05_32515210_32515241,TimePoint,3,92.9170621546419,12,72.0016328876383,5.17493497968265e-20,8.22492904154224e-20
chrScaffold_05_34314013_34314182,TimePoint,2,236.978597065278,5,92.3785174500719,3.47337346930087e-52,2.04895636866931e-51
chrScaffold_05_34399214_34399236,TimePoint,3,267.807213457192,9,253.577372877337,9.20166396644295e-58,6.13610961240517e-57
chrScaffold_05_34996552_34996707,TimePoint,3,8.76346590246069,12,220.339427497765,0.0326067890221751,0.032713434284717
chrScaffold_05_35238245_35238292,TimePoint,3,327.460710900794,9,335.641319736609,1.13148811441247e-70,1.12872838730415e-69
chrScaffold_05_37956393_37956931,TimePoint,3,28.5140312513226,12,80.4434428065063,2.83286794859525e-06,2.91604779607917e-06
chrScaffold_05_37973470_37973493,TimePoint,3,55.8053436817461,11,138.402969592006,4.62258287694392e-12,5.36604464523196e-12
chrScaffold_05_39598148_39598397,TimePoint,3,171.068051138314,12,231.600376052465,7.48317712256765e-37,2.48830849034973e-36
chrScaffold_05_41077115_41077572,TimePoint,3,19.5751806266591,9,127.320502796559,0.000207868481456295,0.000210267623039467
chrScaffold_05_45416879_45417167,TimePoint,3,692.362380846496,12,730.746303796223,9.50937479500999e-150,5.07304472759881e-148
chrScaffold_05_45585349_45585376,TimePoint,3,105.230338533501,12,200.753169408182,1.16574261383396e-22,2.13487490623025e-22
chrScaffold_05_46032608_46032726,TimePoint,3,92.4056857353381,10,119.264859319718,6.66462247984545e-20,1.05380048747041e-19
